,Unnamed: 0,name,description,winery,ages,tipes_grapes,Colors
1404,1404,Máquina & Tabla Terrazas De Serapia 2017,Red wine Barrel. 12 months in barrels and cement tanks. Winery: Máquina & Tabla. VT Castilla-León. (Castilla y León) Variety: Garnacha Tinta,Máquina & Tabla,Máquina & Tabla,Garnacha Tinta,Red wine
1405,1405,Rayos Uva 2018,Red wine Barrel Respectful agriculture. 5 months in an inox tank and 5 months in foudres. Winery: Olivier Riviere. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.,Graci,Graci,Graciano,Red wine
1406,1406,Wipe Out 2015,Red wine Barrel Respectful agriculture. Winery: Vinos Subterráneos. La Rioja. (La Rioja) Variety: Tempranillo and Graciano.,Graci,Graci,Graciano,Red wine
1407,1407,Terra Vermella 2015,White wine Barrel Biodinámico. 8 months on lees in the barrel. Winery: Ester Nin. Penedès. (Catalonia) Variety: Parellada,Ester Nin,Ester Nin,Parellada,White wine
1408,1408,Planetes de Nin Garnatxes in Amphorae 2017,Red wine Aged in amphorae Natural. 18 months in amphoras. Winery: Ester Nin. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta,Ester Nin,Ester Nin,Garnacha Tinta,Red wine
1409,1409,Nit de Nin La Coma d'en Romeu 2017,Red wine Barrel. 16 months in French oak barrels used. Winery: Ester Nin. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.,Ester Nin,Ester Nin,Cariñena,Red wine
1410,1410,Artigas Blanc 2017,"White wine Barrel fermented. 3 months in French oak barrels. Winery: Bodegas Mas Alta. D.O.Q. Priorat. (Catalonia) Variety: Macabeo, Pedro Ximénez and Garnacha Blanca.",Bodegas Mas Alta,Bodegas Mas Alta,Garnacha Blanca,White wine
1411,1411,Planetes de Nin 2017,Red wine Barrel. 18 months in foudres. Winery: Ester Nin. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.,Ester Nin,Ester Nin,Cariñena,Red wine
1412,1412,Gómez Cruzado Blanco 2018,White wine Barrel. Winery: Gómez Cruzado. D.O.Ca. Rioja. (La Rioja) Variety: Viura and Tempranillo Blanco.,Gómez Cruzado,Gómez Cruzado,Tempranillo,White wine
1413,1413,Gargalo Treixadura Albariño 2018,White wine Young. Winery: Gargalo. D.O. Monterrei. (Galicia) Variety: Albariño and Treixadura.,Gargalo,Gargalo,Albariño,White wine
1414,1414,La Basseta 2016,"Red wine Crianza Respectful agriculture. 16 months in French oak barrels. Winery: Bodegas Mas Alta. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Cariñena and Garnacha Tinta.",Bodegas Mas Alta,Bodegas Mas Alta,Cabernet Sauvignon,Red wine
1415,1415,Planetes de Nin Blanc 2018,White wine In large clay earthenware jars Organic Biodinámico. Winery: Ester Nin. D.O.Q. Priorat. (Catalonia) Variety: Cariñena blanca,Ester Nin,Ester Nin,Cariñena,White wine
1416,1416,Loess Collection 2018,White wine Barrel. 7 months in French oak barrels. Winery: Loess. D.O. Rueda. (Castilla y León) Variety: Verdejo,Loess,Loess,Ti,White wine
1417,1417,Herencia Altés Benufet 2018,White wine Young Respectful agriculture. Winery: Herencia Altés. D.O. Terra Alta. (Catalonia) Variety: Garnacha Blanca,Herencia Altés,Herencia Altés,Garnacha Blanca,White wine
1418,1418,Botijo Blanco 2018,White wine Young. Winery: Bodegas Frontonio. VT Valdejalón. (Aragón) Variety: Garnacha Blanca,Bodegas Frontonio,Bodegas Frontonio,Garnacha Blanca,White wine
1419,1419,La Creu Alta 2016,Red wine Reserva Respectful agriculture. 18 months in French oak barrels. Winery: Bodegas Mas Alta. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta and Cariñena.,Bodegas Mas Alta,Bodegas Mas Alta,Cariñena,Red wine
1420,1420,Martin Faixó Perafita 2014,"Red wine Crianza. 8 months in French, Allier oak barrels. Winery: Martin Faixó. D.O. Empordà. (Catalonia) Variety: Cabernet Sauvignon, Merlot and Garnacha Tinta.",Martin Faixó,Martin Faixó,Cabernet Sauvignon,Red wine
1421,1421,Petit Siós 2018,"Red wine Oak. 4 months in French oak barrels. Winery: Costers del Sió. D.O. Costers del Segre. (Catalonia) Variety: Cabernet Sauvignon, Tempranillo and Garnacha Tinta.",Costers del Sió,Costers del Sió,Cabernet Sauvignon,Red wine
1422,1422,Payoya Negra 2017,"Red wine Crianza Respectful agriculture. 12 months in French, Allier oak barrels. Winery: Finca La Melonera. D.O. Málaga-Sierras de Málaga. (Andalusia) Variety: Cabernet Sauvignon, Tintilla de Rota and Syrah.",Finca La Melonera,Finca La Melonera,Cabernet Sauvignon,Red wine
1423,1423,K5 Argiñano 2017,White wine Young. Winery: K5 Argiñano. D.O. Getariako-Txakolina. (Basque Country) Variety: Hondarribi Zuri,K5 Argiñano,K5 Argiñano,Hondarribi Zuri,White wine
1424,1424,Abadia de Poblet Tinto 2016,"Red wine Barrel. 12 months in foudres. Winery: Abadía de Poblet. D.O. Conca de Barberà. (Catalonia) Variety: Monastrell, Tempranillo, Garnacha Tinta and Trepat.",Abadía de Poblet,Abadía de Poblet,Garnacha Tinta,Red wine
1425,1425,Bernabeleva Carril del Rey 2017,Red wine Crianza Respectful agriculture. 12 months in French oak barrels used. Winery: Bernabeleva. D.O. Vinos de Madrid. (Madrid) Variety: Garnacha Tinta,Bernabeleva,Bernabeleva,Garnacha Tinta,Red wine
1426,1426,Corral de Campanas 2017,Red wine Barrel. 6 months in American oak barrels. Winery: Quinta de la Quietud. D.O. Toro. (Castilla y León) Variety: Tinta de Toro,Quinta de la Quietud,Quinta de la Quietud,Ti,Red wine
1427,1427,Altos Ibéricos Crianza Magnum 2016,Red wine Crianza. 12 months in French and American oak barrels. Winery: Torres. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Torres,Torres,Tempranillo,Red wine
1428,1428,Añares Reserva 2015,"Red wine Reserva. 18 months in oak barrels. Winery: Olarra. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano.",Graci,Graci,Garnacha Tinta,Red wine
1429,1429,PradoRey Finca Valdelayegua 2016,Red wine Crianza. 12 months in American oak barrels and 12 months in bottle. Winery: PradoRey. D.O. Ribera del Duero. (Castilla y León) Variety: Merlot and Tinto Fino.,PradoRey,PradoRey,Merlot,Red wine
1430,1430,Portal 2016,"Red wine Barrel. 12 months in French and American oak barrels. Winery: Celler Piñol. D.O. Terra Alta. (Catalonia) Variety: Syrah, Merlot, Garnacha Tinta and Cariñena.",Celler Piñol,Celler Piñol,Cariñena,Red wine
1431,1431,Noval LBV Port 2013,"Fortified wine Oporto. 5 years in oak barrels. Winery: Quinta do Noval. Porto. (Douro) Variety: Touriga Nacional, Touringa franca and Tinta rotiz.",Quinta do Noval,Quinta do Noval,Ti,Fortified wine
1432,1432,Sindicat La Figuera 2018,Red wine Aged in cement eggs. 8 months in a concrete vats. Winery: Sindicat de la Figuera. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta,Sindicat de la Figuera,Sindicat de la Figuera,Garnacha Tinta,Red wine
1433,1433,Viñas del Vero Syrah 2017,Red wine Barrel. 10 months in French oak barrels. Winery: Viñas del Vero. D.O. Somontano. (Aragón) Variety: Syrah,Viñas del Vero,Viñas del Vero,Syrah,Red wine
1434,1434,Demencia 2013,Red wine Crianza Organic. 13 months in French oak barrels. Winery: Demencia de Autor. D.O. Bierzo. (Castilla y León) Variety: Mencía,Demencia de Autor,Demencia de Autor,Mencía,Red wine
1435,1435,Alonso del Yerro 2015,Red wine Barrel. 12 months in French oak barrels. Winery: Alonso del Yerro. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Alonso del Yerro,Alonso del Yerro,Tempranillo,Red wine
1436,1436,Viña Real Crianza 2016,"Red wine Crianza. 14 months in French and American oak barrels. Winery: Viña Real. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano.",Graci,Graci,Garnacha Tinta,Red wine
1437,1437,Marko 2018,White wine Young Respectful agriculture. Winery: Oxer Bastegieta. D.O. Bizkaiko Txakolina. (Basque Country) Variety: Hondarribi Zuri,Oxer Bastegieta,Oxer Bastegieta,Hondarribi Zuri,White wine
1438,1438,Herencia Altés L'Estel 2016,"Red wine Barrel Respectful agriculture. 4 months in oak barrels. Winery: Herencia Altés. D.O. Terra Alta. (Catalonia) Variety: Syrah, Cariñena and Garnacha Tinta.",Herencia Altés,Herencia Altés,Cariñena,Red wine
1439,1439,Viña Real Reserva 2015,"Red wine Reserva. 22 months in oak barrels. Winery: Viña Real. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano.",Graci,Graci,Garnacha Tinta,Red wine
1440,1440,Matarromera Crianza 2016 Magnum,Red wine Crianza. 14 months in French and American oak barrels. Winery: Matarromera. D.O. Ribera del Duero. (Castilla y León) Variety: Tinta del Pais,Matarromera,Matarromera,Ti,Red wine
1441,1441,Carmelo Rodero 9 Meses 2018,Red wine Barrel. 9 months in French and American oak barrels. Winery: Rodero. D.O. Ribera del Duero. (Castilla y León) Variety: Tinta del Pais,Rodero,Rodero,Ti,Red wine
1442,1442,Denavolo Dinavolino 2018,"Orange wine Skin Contact Natural. Winery: Denavolo. Vino da Tavola. (Emilia-Romagna) Variety: Marsanne, Malvasia di Candia Aromatica, Other White varieties and Ortrugo.",Denavolo,Denavolo,Malvasia di Candia Aromatica,Orange wine
1443,1443,Tragaldabas 2017,Red wine Barrel. 9 months in French oak barrels used. Winery: Mandrágora Vinos de Pueblo. D.O. Sierra de Salamanca. (Castilla y León) Variety: Rufete and Aragonés.,Mandrágora Vinos de Pueblo,Mandrágora Vinos de Pueblo,Aragonés,Red wine
1444,1444,Sembro Roble 2018,Red wine Barrel. 6 months in oak barrels. Winery: Viñas del Jaro. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Viñas del Jaro,Viñas del Jaro,Tempranillo,Red wine
1445,1445,Meinklang Zweigelt 2016,Red wine Barrel Natural Biodinámico. Winery: Meinklang. Weinland Österreich. (Burgenland) Variety: Zweigelt,LAN,LAN,Zweigelt,Red wine
1446,1446,Son Prim Merlot 2017,"Red wine Barrel. 12 months in French, American and Hungarian oak barrels. Winery: Son Prim. VT Mallorca. (Balearic Islands) Variety: Merlot",LAN,LAN,Merlot,Red wine
1447,1447,Vizcarra Senda del Oro Magnum 2018,Red wine Barrel. 7 months in French and American oak barrels. Winery: Vizcarra. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino,Vizcarra,Vizcarra,Ti,Red wine
1448,1448,Alcorta Crianza Audaz 2016,Red wine Crianza. 12 months in French and American oak barrels. Winery: Alcorta. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Alcorta,Alcorta,Tempranillo,Red wine
1449,1449,Villa Wolf Pinot Noir 2017,Red wine. Winery: Weingut Villa Wolf. VDP Pfalz. (Palatinate) Variety: Pinot Noir,Weingut Villa Wolf,Weingut Villa Wolf,Pinot Noir,Red wine
1450,1450,Braó Vinyes Velles Magnum 2014,Red wine Barrel Respectful agriculture. 13 months in French oak barrels. Winery: Acústic Celler. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta and Samsó.,Acústic Celler,Acústic Celler,Garnacha Tinta,Red wine
1451,1451,Augustus Look 2018,"White wine Young Organic. Winery: Augustus Forum. D.O. Penedès. (Catalonia) Variety: Xarel·lo, Muscat and Sauvignon Blanc.",Augustus Forum,Augustus Forum,Muscat,White wine
1452,1452,Künstler Hochheim Hölle Troken 2017,White wine Barrel. Winery: Weingut Künstler. VDP Rheingau. (Rheingau) Variety: Riesling,Weingut Künstler,Weingut Künstler,Riesling,White wine
1453,1453,Coto de Hayas Tempranillo Cabernet Roble 2018,Red wine Oak. 4 months in American oak barrels. Winery: Bodegas Aragonesas. D.O. Campo de Borja. (Aragón) Variety: Cabernet Sauvignon and Tempranillo.,Bodegas Aragonesas,Bodegas Aragonesas,Cabernet Sauvignon,Red wine
1454,1454,Künstler Riesling Trocken 2017,White wine Barrel. Winery: Weingut Künstler. VDP Rheingau. (Rheingau) Variety: Riesling,Weingut Künstler,Weingut Künstler,Riesling,White wine
1455,1455,Künstler Hochheimer Hölle RKT 2017,White wine Barrel. Winery: Weingut Künstler. VDP Rheingau. (Rheingau) Variety: Riesling,Weingut Künstler,Weingut Künstler,Riesling,White wine
1456,1456,Amós Bañeres Missatge En Una Ampolla 2018,White wine Natural. 6 months on lees in stainless steel vats. Winery: Amós Bañeres. D.O. Penedès. (Catalonia) Variety: Macabeo,Amós Bañeres,Amós Bañeres,Macabeo,White wine
1457,1457,Protos Roble 2018,Red wine Oak. 6 months in American oak barrels. Winery: Protos. D.O. Ribera del Duero. (Castilla y León) Variety: Tinta del Pais,Protos,Protos,Ti,Red wine
1458,1458,Glorioso Crianza 2016,Red wine Crianza. 12 months in French oak barrels. Winery: Palacio. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Palacio,Palacio,Tempranillo,Red wine
1459,1459,Nikolaihof Gewüztraminer 2017,White wine Aged on its lees Biodinámico. Winery: Nikolaihof. Wachau. (Lower Austria) Variety: Gewürztraminer,Nikolaihof,Nikolaihof,Gewürztraminer,White wine
1460,1460,Nikolaihof Im Weingebirge Federspiel Grüner Veltliner 2018,White wine Barrel Biodinámico. 9 months on lees in stainless steel vats. Winery: Nikolaihof. Wachau. (Lower Austria) Variety: Grüner Veltliner,Nikolaihof,Nikolaihof,Grüner Veltliner,White wine
1461,1461,Castillo de Monjardín Pinot Noir El Cerezo 2017,Red wine Barrel. 9 months in French oak barrels. Winery: Bodegas Castillo de Monjardín. D.O. Navarra. (Navarra) Variety: Pinot Noir,Bodegas Castillo de Monjardín,Bodegas Castillo de Monjardín,Pinot Noir,Red wine
1462,1462,La Bicicleta Voladora 2018,Red wine Aged in cement eggs Respectful agriculture. 7 months in a concrete vats. Winery: Germán R. Blanco. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Germán R. Blanco,Germán R. Blanco,Tempranillo,Red wine
1463,1463,Rioja Vega Garnacha y Graciano 2018,Red wine Barrel. 6 months in American oak barrels. Winery: Rioja Vega. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta and Graciano.,Graci,Graci,Garnacha Tinta,Red wine
1464,1464,DelMoro 2018,"Red wine Barrel Respectful agriculture. 4 months in French oak barrels. Winery: La Comarcal. D.O. Valencia. (Valencia) Variety: Syrah, Bobal and Garnacha Tinta.",La Comarcal,La Comarcal,Bobal,Red wine
1465,1465,La Comarcal Carmen 2018,Red wine Aged in cement eggs Respectful agriculture. Winery: La Comarcal. D.O. Valencia. (Valencia) Variety: Bobal,La Comarcal,La Comarcal,Bobal,Red wine
1466,1466,PradoRey Finca La Mina 2015,"Red wine Reserva. 24 months in French oak barrels. Winery: PradoRey. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon, Merlot and Tempranillo.",PradoRey,PradoRey,Cabernet Sauvignon,Red wine
1467,1467,Kracher Welschriesling 2017,White wine Aged on its lees. Winery: Kracher. Burgenland. (Burgenland) Variety: Welschriesling,Kracher,Kracher,Riesling,White wine
1468,1468,Kracher Auslese Cuvée 2017,Sweet wine. 5 months in French oak barrels. Winery: Kracher. Burgenland. (Burgenland) Variety: Chardonnay and Welschriesling.,Kracher,Kracher,Chardonnay,Sweet wine
1469,1469,Roberto Voerzio Langhe Nebbiolo 2015,Red wine Barrel Respectful agriculture. Winery: Roberto Voerzio. DOC Langue. (Piamonte) Variety: Nebbiolo,LAN,LAN,Nebbiolo,Red wine
1470,1470,Roberto Voerzio Barbera d'Alba Cerreto 2015,Red wine Barrel Respectful agriculture. Winery: Roberto Voerzio. DOC Barbera. (Piamonte) Variety: Barbera,Roberto Voerzio,Roberto Voerzio,Barbera,Red wine
1471,1471,Kracher Beerenauslese Cuvée 2017,Sweet wine. Winery: Kracher. Burgenland. (Burgenland) Variety: Chardonnay and Welschriesling.,Kracher,Kracher,Chardonnay,Sweet wine
1472,1472,Tricó 2016,White wine Young Respectful agriculture. 12 months in an inox tank. Winery: Compañía de Vinos Tricó. D.O. Rías Baixas. (Galicia) Variety: Albariño,Compañía de Vinos Tricó,Compañía de Vinos Tricó,Albariño,White wine
1473,1473,Domaine De Marcoux Côtes-du-Rhône 2016,Red wine Aged in cement eggs Respectful agriculture. Winery: Domaine De Marcoux. AOC Côtes du Rhône. (Rhone) Variety: Garnacha Tinta,Domaine De Marcoux,Domaine De Marcoux,Côt,Red wine
1474,1474,Domaine de Marcoux Chateauneuf-du-Pape V.V. 2016,Red wine Barrel Respectful agriculture. Winery: Domaine De Marcoux. AOC Châteauneuf-du-pape. (Rhone) Variety: Garnacha Tinta,Domaine De Marcoux,Domaine De Marcoux,Garnacha Tinta,Red wine
1475,1475,Domaine d'Eole Blanc 2018,White wine Aged on its lees Organic. Winery: Domaine d'Eole. IGP Alpilles. (Provence) Variety: Garnacha Blanca and Vermentino.,Domaine d'Eole,Domaine d'Eole,Garnacha Blanca,White wine
1476,1476,Domaine d'Eole Cuveé Caprice 2015,Rosé wine Barrel Organic. Winery: Domaine d'Eole. AOC Côtes de Provence. (Provence) Variety: Syrah and Garnacha Tinta.,Domaine d'Eole,Domaine d'Eole,Garnacha Tinta,Rosé wine
1477,1477,El Senat del Montsant 2018,"Red wine Barrel. 8 months in French oak barrels. Winery: 7 magnífics. D.O. Montsant. (Catalonia) Variety: Syrah, Samsó and Garnacha Tinta.",7 magnífics,7 magnífics,Garnacha Tinta,Red wine
1478,1478,Zárate El Palomar 2018,White wine Barrel fermented. 10 months in foudres. Winery: Zárate. D.O. Rías Baixas. (Galicia) Variety: Albariño,Zárate,Zárate,Albariño,White wine
1479,1479,Finca Antigua Merlot 2016,Red wine Oak. 5 months in French oak barrels. Winery: Finca Antigua. D.O. La Mancha. (Castilla La Mancha) Variety: Merlot,Finca Antigua,Finca Antigua,Merlot,Red wine
1480,1480,Borsao Tres Picos Magnum 2017,Red wine Oak. 5 months in French oak barrels. Winery: Borsao. D.O. Campo de Borja. (Aragón) Variety: Garnacha Tinta,Borsao,Borsao,Garnacha Tinta,Red wine
1481,1481,Numanthia 2015,Red wine Crianza. 18 months in French oak barrels. Winery: Numanthia. D.O. Toro. (Castilla y León) Variety: Tinta de Toro,Numanthia,Numanthia,Ti,Red wine
1482,1482,Nana 2016,White wine Barrel. 12 months in French oak barrels. Winery: Attis Bodegas y Viñedos. D.O. Rías Baixas. (Galicia) Variety: Albariño,Attis Bodegas y Viñedos,Attis Bodegas y Viñedos,Albariño,White wine
1483,1483,El Aviador Tempranillo Bag in Box 5L,Red wine. Winery: Pagos del Rey. VT Castilla-León. (Castilla La Mancha) Variety: Tempranillo,Pagos del Rey,Pagos del Rey,Tempranillo,Red wine
1484,1484,El Pedal 2018,Red wine Barrel. 5 months in oak barrels. Winery: Viñedos Hermanos Hernáiz (Finca La Emperatriz). D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Viñedos Hermanos Hernáiz,Viñedos Hermanos Hernáiz,Tempranillo,Red wine
1485,1485,Gómez Cruzado Crianza 2016,Red wine Crianza. 12 months in American oak barrels. Winery: Gómez Cruzado. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta and Tempranillo.,Gómez Cruzado,Gómez Cruzado,Garnacha Tinta,Red wine
1486,1486,Amontillado del Príncipe 15 años,Fortified wine Amontillado. 15 years in criaderas and soleras. Winery: Marqués del Real Tesoro. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino,Marqués del Real Tesoro,Marqués del Real Tesoro,Lado,Fortified wine
1487,1487,Monte dall'Ora Valpolicella Superiore Camporenzo 2016,"Red wine Barrel Biodinámico Organic. 10 months in French oak barrels. Winery: Monte Dall'Ora. DOC Valpolicella Classico Superiore. (Veneto) Variety: Corvina, Rondinella, Corvinone and Molinara.",Monte Dall'Ora,Monte Dall'Ora,Corvina,Red wine
1488,1488,Domaine de Fontbonau La Lence de Fontbonau 2016,White wine Barrel Organic. Winery: Domaine de Fontbonau. AOC Côtes du Rhône. (Rhone) Variety: Viognier and Roussanne.,Domaine de Fontbonau,Domaine de Fontbonau,Côt,White wine
1489,1489,Josep Foraster Les Gallinetes 2018,Red wine Barrel. 5 months in French oak barrels. Winery: Mas Foraster. D.O. Conca de Barberà. (Catalonia) Variety: Syrah and Garnacha Tinta.,Mas Foraster,Mas Foraster,Garnacha Tinta,Red wine
