,name,description
975,Valtravieso Finca Santa María 2018,"Red wine Oak. 6 months in French oak barrels used. Winery: Valtravieso Bodegas y Viñedos. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon, Tinto Fino and Merlot."
976,Laurona 2011,"Red wine Crianza. 12 months in French oak barrels 500 L. Winery: Laurona. D.O. Montsant. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Merlot."
977,Château Bélair-Monange 2015,Red wine Barrel. Winery: Château Bélair-Monange. AOC Saint-Émilion Grand Cru. (Bordeaux) Variety: Merlot and Cabernet Franc.
978,Château Certan Marzelle 2007,Red wine Barrel. 12 months in French oak barrels. Winery: Château Certan Marzelle. AOC Pomerol. (Bordeaux) Variety: Merlot
979,Château d'Yquem 2002,Sweet wine Barrel. 5 months in French oak barrels. Winery: Château d'Yquem. AOC Sauternes Premier Cru Superieur. (Bordeaux) Variety: Sauvignon Blanc and Semillon.
980,Château de La Dauphine Magnum 2015,Red wine Barrel. Winery: Château de La Dauphine. AOC Fronsac. (Bordeaux) Variety: Merlot and Cabernet Franc.
981,Sardón 2017,"Red wine Barrel. 6 months in French oak barrels and 6 months in tank. Winery: Quinta Sardonia. VT Castilla-León. (Castilla y León) Variety: Cabernet Sauvignon, Tempranillo, Garnacha Tinta and Malbec."
982,Château d'Yquem 2003,Sweet wine Barrel. 5 months in French oak barrels. Winery: Château d'Yquem. AOC Sauternes Premier Cru Superieur. (Bordeaux) Variety: Sauvignon Blanc and Semillon.
983,E. Guigal Condrieu 2016,White wine. Winery: Domaine E. Guigal. AOC Condrieu. (Rhone) Variety: Viognier
984,San Román 2016,Red wine Crianza. 24 months in French and American oak barrels. Winery: Maurodos. D.O. Toro. (Castilla y León) Variety: Tinta de Toro
985,Viña Real Blanco Fermentado Barrica 2018,White wine. 6 months in American oak barrels. Winery: Viña Real. D.O.Ca. Rioja. (La Rioja) Variety: Viura
986,Domaine de la Pinte Sav'Or Orange 2017,White wine Barrel Biodinámico. Winery: Domaine de la Pinte. AOC Arbois. (Jura) Variety: Savagnin
987,Domaine de la Pinte Arbois Poulsard de l'Ami Karl 2017,Red wine Biodinámico. Winery: Domaine de la Pinte. AOC Arbois. (Jura) Variety: Poulsard
988,Domaine de la Pinte Arbois Savagnin 2015,White wine Barrel Biodinámico. Winery: Domaine de la Pinte. AOC Arbois. (Jura) Variety: Savagnin
989,Eric Texier Adele 2017,White wine Natural. Winery: Eric Texier. AOC Côtes du Rhône. (Rhone) Variety: Marsanne and Clairette.
990,Eric Texier Côtes du Rhône Brézème Roussanne 2017,White wine Aged on its lees Organic Natural. Winery: Eric Texier. AOC Côtes du Rhône. (Rhone) Variety: Roussanne
991,Eric Texier Saint-Julien en Saint-Alban 2016,Red wine Natural Organic. Winery: Eric Texier. AOC Côtes du Rhône. (Rhone) Variety: Syrah
992,Matassa Romanissa Casot 2017,Red wine Barrel Biodinámico Natural. 15 months in French oak barrels 500 L. Winery: Domaine Matassa. Vin de France. (Languedoc-Roussillon) Variety: Cariñena and Garnacha Peluda.
993,Domaines Landron Les Houx 2016,White wine Biodinámico. Winery: Domaine Landron. AOC Muscadet Sèvre et Maine. (Loire) Variety: Melon de Bourgogne
994,Domaines Landron Le Melonix 2016,White wine Biodinámico Natural. Winery: Domaine Landron. AOC Muscadet Sèvre et Maine. (Loire) Variety: Melon de Bourgogne
995,Domaines Landron Le Fief du Breil 2014,White wine Aged on its lees Biodinámico. Winery: Domaine Landron. AOC Muscadet Sèvre et Maine. (Loire) Variety: Melon de Bourgogne
996,Louis Latour Corton-Charlemagne Grand Cru 2015,White wine Barrel Respectful agriculture. Winery: Louis Latour. AOC Corton-Charlemagne Grand Cru. (Burgundy) Variety: Chardonnay
997,Louis Latour Corton-Charlemagne Grand Cru 2014,White wine Barrel Respectful agriculture. Winery: Louis Latour. AOC Corton-Charlemagne Grand Cru. (Burgundy) Variety: Chardonnay
998,Louis Latour Bâtard-Montrachet 2015,White wine Barrel. Winery: Louis Latour. AOC Bâtard-Montrachet Grand Cru. (Burgundy) Variety: Chardonnay
999,Louis Latour Moulin-A-Vent Les Michelons 2017,Red wine Barrel. Winery: Louis Latour. AOC Moulin-à-Vent. (Burgundy) Variety: Gamay
1000,Barahonda Crianza 2016,"Red wine Barrel. 12 months in French and American oak barrels. Winery: Barahonda. D.O. Yecla. (Murcia) Variety: Monastrell, Petit Verdot and Syrah."
1001,Les Argiles d'Orto Vins Negre 2018,Red wine Young Respectful agriculture. Winery: Orto Vins. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta and Cariñena.
1002,Nas del Gegant Rosado 2018,"Rosé wine Young Natural. 8 months in an inox tank. Winery: Escoda Sanahuja. D.O. Conca de Barberà. (Catalonia) Variety: Garnacha Tinta, Cariñena, Merlot and Cabernet Franc."
1003,Llavors 2017,"Red wine Oak Respectful agriculture. 5 months in French, Hungarian and Romanian oak barrels. Winery: La Vinyeta. D.O. Empordà. (Catalonia) Variety: Cabernet Sauvignon, Samsó, Merlot and Cabernet Franc."
1004,Château Cheval Blanc 2006,Red wine Barrel. 18 months in French oak barrels. Winery: Château Cheval Blanc. AOC Saint-Émilion Grand Cru. (Bordeaux) Variety: Cabernet Sauvignon and Merlot.
1005,Viña Sastre Roble 2018,Red wine Oak Respectful agriculture. 10 months in French and American oak barrels. Winery: Hermanos Sastre. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
1006,E. Guigal Crôzes Hermitage 2016,Red wine Barrel. 18 months in French oak barrels. Winery: Domaine E. Guigal. AOC Crozes-Hermitage. (Rhone) Variety: Syrah
1007,J. Neus Ingelheim Spätburgunder 2016,Red wine Barrel. 20 months in foudres. Winery: J. Neus. VDP Rheinhessen. (Rheinhessen) Variety: Spätburgunder
1008,Prados Fusión Garnacha & Syrah 2018,Red wine Young. Winery: Pagos del Moncayo. D.O. Campo de Borja. (Aragón) Variety: Syrah and Garnacha Tinta.
1009,Izadi El Regalo 2016,"Red wine Barrel. 20 months in French and American oak barrels. Winery: Izadi. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano."
1010,Cueva del Monge Blanco 2015,"White wine Barrel fermented. 4 months in French and American oak barrels. Winery: Vinícola Real. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Blanca, Malvasía, Moscatel and Viura."
1011,Volandera 2018,Red wine Young. Winery: La Calandria. D.O. Navarra. (Navarra) Variety: Garnacha Tinta
1012,Cuatro Pasos Rosado 2018,Rosé wine Young. Winery: Cuatro Pasos. D.O. Bierzo. (Castilla y León) Variety: Mencía
1013,Carmelo Rodero TSM 2015,"Red wine Reserva. 18 months in French oak barrels. Winery: Rodero. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon, Tinta del Pais and Merlot."
1014,El Hombre Bala Magnum 2017,Red wine Barrel. 10 months in French oak barrels. Winery: Uvas Felices. D.O. Vinos de Madrid. (Madrid) Variety: Garnacha Tinta
1015,Thalarn 2016,Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Castell d'Encús. D.O. Costers del Segre. (Catalonia) Variety: Syrah
1016,Portia Roble Magnum 2018,Red wine Oak. 4 months in French oak barrels. Winery: Portia. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
1017,Jean-Claude Lapalu Beaujolais Villages La Tentation 2017,Red wine Barrel Natural Organic. Winery: Jean-Claude Lapalu. AOC Beaujolais-Villages. (Beaujolais) Variety: Gamay
1018,Jean-Claude Lapalu Alma Mater 2017,Red wine Aged in amphorae Organic Natural. Winery: Jean-Claude Lapalu. Vin de France. (Burgundy) Variety: Gamay
1019,Domaine de la Butte La Pied de la Butte 2018,Red wine Barrel Organic. Winery: Domaine de la Butte - Jacky Blot. AOC Bourgueil. (Loire) Variety: Cabernet Franc
1020,Jean-Claude Lapalu Brouilly Cuvée des Fous 2017,Red wine Barrel Natural Organic. Winery: Jean-Claude Lapalu. AOC Brouilly. (Beaujolais) Variety: Gamay
1021,Famille Dutraive Haut du Bois de Leynes 2017,Red wine Barrel Natural Organic. Winery: Domaine de la Grand'Cour & Famille Dutraive. AOC Beaujolais. (Beaujolais) Variety: Gamay
1022,Altos Ibéricos Crianza 2016,Red wine Crianza. 12 months in French and American oak barrels. Winery: Torres. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
1023,Yoyo KM31 2017,Red wine Barrel Organic Natural. 7 months in French oak barrels. Winery: Yoyo. Vin de France. (Languedoc-Roussillon) Variety: Garnacha Tinta
1024,Yoyo La Tranchée 2016,Red wine Natural. Winery: Yoyo. Vin de France. (Languedoc-Roussillon) Variety: Garnacha Tinta
1025,Gorrondona Txacoli Blanco 2018,White wine Young Organic. Winery: Doniene Gorrondona. D.O. Bizkaiko Txakolina. (Basque Country) Variety: Hondarribi Zuri
1026,Tissot Chardonnay Les Bruyères 2016,White wine Barrel Organic. Winery: Domaine André et Mireille Tissot. AOC Arbois. (Jura) Variety: Chardonnay
1027,Tissot En Barberon 2015,Red wine Barrel Organic. 24 months in French oak barrels used. Winery: Domaine André et Mireille Tissot. AOC Côtes du Jura. (Jura) Variety: Pinot Noir
1028,Joseph Drouhin Petit Chablis 2018,White wine Aged on its lees Biodinámico. Winery: Joseph Drouhin. AOC Petit Chablis. (Burgundy) Variety: Chardonnay
1029,Joseph Drouhin Morey-Saint-Denis 2016,Red wine Barrel Biodinámico Organic. 16 months in French oak barrels. Winery: Joseph Drouhin. AOC Morey-Saint-Denis 1er Cru. (Burgundy) Variety: Pinot Noir
1030,Joseph Drouhin Côte de Beaune Villages 2017,Red wine Barrel Biodinámico. Winery: Joseph Drouhin. AOC Côte de Beaune-Villages. (Burgundy) Variety: Pinot Noir
1031,Joseph Drouhin Gevrey-Chambertin 2016,Red wine Barrel Organic Biodinámico. 16 months in French oak barrels. Winery: Joseph Drouhin. Burgundy Variety: Pinot Noir
1032,Joseph Drouhin Nuits-Saint-Georges 2016,Red wine Barrel Organic Biodinámico. 16 months in French oak barrels. Winery: Joseph Drouhin. AOC Côte de Nuits-Village. (Burgundy) Variety: Pinot Noir
1033,Joseph Drouhin Vosne-Romanée 2016,Red wine Barrel Organic Biodinámico. 16 months in French oak barrels. Winery: Joseph Drouhin. AOC Vosne-Romanée. (Burgundy) Variety: Pinot Noir
1034,Joseph Drouhin Meursault Genevrières 1er Cru 2015,White wine Barrel Organic Biodinámico. 12 months in French oak barrels. Winery: Joseph Drouhin. AOC Meursault-Genevrières 1er Cru. Variety: Chardonnay
1035,Joseph Drouhin Vosne-Romanée 1er Cru 2016,Red wine Barrel Biodinámico Organic. 16 months in French oak barrels. Winery: Joseph Drouhin. AOC Vosne-Romanée 1er Cru. (Burgundy) Variety: Pinot Noir
1036,Giuseppe Mascarello Dolcetto d'Alba Vigna Bricco Mirasole 2017,Red wine Organic. Winery: Giuseppe Mascarello e Figlio. DOC Dolcetto d'Alba. (Piamonte) Variety: Dolce
1037,Giuseppe Mascarello Barolo Villero 2014,Red wine Barrel Organic. 30 months in foudres. Winery: Giuseppe Mascarello e Figlio. DOCG Barolo. (Piamonte) Variety: Nebbiolo
1038,Giuseppe Mascarello Barolo Monprivato Riserva Cà d’Morissio 2010,Red wine Barrel Organic. Winery: Giuseppe Mascarello e Figlio. DOCG Barolo. (Piamonte)
1039,Oddero Langhe Collaretto 2015,White wine Respectful agriculture. Winery: Poderi e Cantine Oddero. DOC Langue. (Piamonte) Variety: Chardonnay and Riesling.
1040,Oddero Dolcetto d’Alba 2018,Red wine Young. Winery: Poderi e Cantine Oddero. DOC Dolcetto d'Alba. (Piamonte) Variety: Dolce
1041,Oddero Barbera d’Alba Superiore 2015,Red wine Barrel. 18 months in foudres. Winery: Poderi e Cantine Oddero. DOC Barbera. (Piamonte) Variety: Barbera
1042,Oddero Langhe Nebbiolo 2017,Red wine Barrel Organic. 18 months in oak barrels. Winery: Poderi e Cantine Oddero. DOC Langue. (Piamonte) Variety: Nebbiolo
1043,Oddero Barolo 2015,Red wine Barrel Organic. Winery: Poderi e Cantine Oddero. DOCG Barolo. (Piamonte)
1044,Vino di Anna Don Alfio Qvevri 2014,Red wine Aged in amphorae Natural. Winery: Vino di Anna. Vino da Tavola. (Sicily) Variety: Nerello Mascalese
1045,Viña Pomal Reserva 2014,Red wine Reserva. 18 months in American oak barrels. Winery: Bodegas Bilbaínas. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
1046,Koehler Ruprecht Saumagen Kabinett Trocken 2016,White wine Barrel Organic. 10 months in foudres. Winery: Koehler Ruprecht. VDP Pfalz. (Palatinate) Variety: Riesling
1047,Régnard Macôn Rouge 2017,Red wine Barrel. Winery: Régnard. AOC Mâcon-Villages. (Burgundy) Variety: Gamay
1048,Régnard Chablis Grand Régnard 2018,White wine. Winery: Régnard. AOC Chablis. (Burgundy) Variety: Chardonnay
1049,Pazo Cilleiro 2018,White wine Young. Winery: Pazo Cilleiro. D.O. Rías Baixas. (Galicia) Variety: Albariño
1050,Tomás Postigo 2017,"Red wine Barrel. 12 months in French oak barrels. Winery: Tomás Postigo. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon, Tinto Fino, Merlot and Malbec."
1051,Legaris Roble 2018,Red wine Oak. 3 months in oak barrels. Winery: Legaris. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
1052,Gran Resalte 2010,Red wine Barrel. 24 months in French oak barrels 400 L. Winery: Resalte de Peñafiel. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo
1053,Pozo Alto 2016,"Red wine Barrel Respectful agriculture. 15 months in oak barrels. Winery: Olivier Riviere. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Graciano and Tempranillo."
1054,Jean Yves Péron Le Pas de l’Ours 2017,Red wine Barrel Organic Natural. Winery: Jean Yves Péron. Vin de France. (Savoy) Variety: Mondeuse
1055,Jean Yves Péron Côtillon des Dames 2017,Orange wine Skin Contact Organic Natural. Winery: Jean Yves Péron. Vin de France. (Savoy) Variety: Jacquère
1056,Jean Yves Péron Côtillon des Dames Réserve,Orange wine Skin Contact Natural Organic. Winery: Jean Yves Péron. Vin de France. (Savoy) Variety: Jacquère
1057,Joseph Drouhin Laforêt Bourgogne Pinot Noir 2017,Red wine Barrel Biodinámico. Winery: Joseph Drouhin. AOC Bourgogne. (Burgundy) Variety: Pinot Noir
1058,Lagar da Condesa 2017,White wine Young. Winery: Lagar da Condesa. D.O. Rías Baixas. (Galicia) Variety: Albariño
1059,La Taille Aux Loups Remus 2017,White wine Barrel Organic. Winery: Domaine de la Taille aux Loups - Jacky Blot. AOC Mountlouis-sur-loire. (Loire) Variety: Chenín Blanc
1060,Venta La Ossa TNT 2016,Red wine Crianza. 12 months in French and American oak barrels. Winery: Mano a Mano. VT Castilla. (Castilla La Mancha) Variety: Tempranillo and Touriga Nacional.
1061,Rioja Bordón RB Seleccion 2014,Red wine Crianza. 12 months in American oak barrels. Winery: Bodegas Franco Españolas. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
1062,Liberalia Cuatro 2013,Red wine Crianza. Winery: Liberalia. D.O. Toro. (Castilla y León) Variety: Tinta de Toro
1063,Atlantis Godello 2017,White wine Young. Winery: Maetierra. D.O. Valdeorras. (Galicia) Variety: Godello
1064,Jean Yves Péron Champ Levat 2017,Red wine Barrel Organic Natural. Winery: Jean Yves Péron. Vin de France. (Savoy) Variety: Mondeuse
1065,La Descarada 2018,"White wine Young Organic. Winery: Aribau. D.O. Penedès. (Catalonia) Variety: Sauvignon Blanc, Muscat and Gewürztraminer."
1066,Agaliu 2018,White wine Barrel fermented Organic. Winery: L'Olivera. D.O. Costers del Segre. (Catalonia) Variety: Macabeo
1067,Las Gravas 2016,"Red wine Crianza Respectful agriculture. 18 months in French oak barrels. Winery: Finca Casa Castillo. D.O. Jumilla. (Murcia) Variety: Monastrell, Garnacha Tinta and Syrah."
1068,Solanera 2016,"Red wine Barrel. 10 months in French and American oak barrels. Winery: Castaño. D.O. Yecla. (Murcia) Variety: Cabernet Sauvignon, Monastrell and Garnacha Tintorera."
1069,Románico 2017,Red wine Barrel Respectful agriculture. 6 months in French oak barrels. Winery: Teso la Monja. D.O. Toro. (Castilla y León) Variety: Tinta de Toro
1070,Fredi Torres Lectores Vini Montsant 2018,"Red wine Barrel. 7 months in French oak barrels. Winery: Lectores Vini. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta, Macabeo, Cariñena and Garnacha Blanca."
1071,Chivite Finca de Villatuerta Selección Especial 2015,"Red wine Crianza. 12 months in French oak barrels. Winery: Chivite. D.O. Navarra. (Navarra) Variety: Syrah, Tempranillo, Garnacha Tinta and Merlot."
1072,Wrongo Dongo 2018,Red wine Young. Winery: Volver. D.O. Jumilla. (Murcia) Variety: Monastrell
1073,Paco & Lola Magnum 2018,White wine Young. Winery: Paco & Lola. D.O. Rías Baixas. (Galicia) Variety: Albariño
1074,Clos Lentiscus Perill Noir Carinyena 2016,Red wine Barrel Natural. 24 months in foudres. Winery: Clos Lentiscus. D.O. Penedès. (Catalonia) Variety: Cariñena
1075,"La Bota de Fino ""Macharnudo Alto"" 91",Fortified wine Fino. Winery: Equipo Navazos. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Palomino
1076,Sisquella 2016,White wine Barrel fermented Respectful agriculture. 4 months in French oak barrels. Winery: Clos Pons. D.O. Costers del Segre. (Catalonia) Variety: Albariño and Garnacha Blanca.
1077,L' Avi Arrufi Blanco 2017,White wine Barrel. 7 months in French oak barrels. Winery: Celler Piñol. D.O. Terra Alta. (Catalonia) Variety: Garnacha Blanca
1078,Carrasviñas Dorado,Fortified wine. 18 months in separate containers and 24 months in oak barrels. Winery: Felix Lorenzo Cachazo. D.O. Rueda. (Castilla y León) Variety: Palomino and Verdejo.
1079,Contino Blanco 2017,"White wine Barrel. 7 months in French oak barrels. Winery: Contino. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Blanca, Viura and Malvasía."
1080,Vilosell Magnum 2015,"Red wine Crianza Respectful agriculture. 9 months in French oak barrels. Winery: Tomás Cusiné. D.O. Costers del Segre. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Merlot, Syrah and Tempranillo."
1081,Davila L·100 2013,White wine Young. 6 months on lees in stainless steel vats. Winery: Adegas Valmiñor. D.O. Rías Baixas. (Galicia) Variety: Loureira Blanca
1082,Viña Tondonia Reserva 2007,"Red wine Reserva. 72 months in American oak barrels. Winery: Viña Tondonia. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Tempranillo, Mazuela and Graciano."
1083,Hacienda Monasterio Reserva Especial 2013,"Red wine Reserva Respectful agriculture. 20 months in French, Allier oak barrels. Winery: Hacienda Monasterio. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon and Tinto Fino."
